substituent,Name,Smiles_Pattern,Smarts_Pattern,Sigma_m,Sigma_P,F_b,R_c
2-benzoxazolyl,0.30,0.33,0.30,0.04
2-benzthiazolyl,0.27,0.29,0.27,0.02
COCeH6,0.34,0.43,0.31,0.12
OCOC6H6,0.21,0.13,0.26,-0.13
COOC6H6,0.37,0.44,0.34,0.10
n=chc6h6,-0.08,-0.55,0.14,-0.69
ch=nc6h6,0.35,0.42,0.33,0.09
NHcoc6h6,0.02,-0.19,0.13,-0.32
coNHc6h6,0.23,0.41,0.17,0.24
C6H4-4-Me,0.06,-0.03,0.12,-0.15
ch2c6h6,-0.08,-0.09,-0.04,-0.05
N=NC6H3-5-Me-2-OH,0.27,0.31,0.26,0.05
CgH4-4-OMe,0.05,-0.08,0.13,-0.21
CH(OH)C6H6,0.00,-0.03,0.05,-0.08
ch2oc6h6,0.06,0.07,0.08,-0.01
ch2SO2c6h5,0.15,0.16,0.17,-0.01
C(Et)3,-0.07,-0.20,0.02,-0.22
(CH2)6CH3,-0.07,-0.16,0.00,-0.16
SiMe(OSi(Me)3)2,-0.02,-0.01,0.01,-0.02
CF2CF2C6H4-4-F,0.34,0.39,0.32,0.07
CsCC6H6,0.14,0.16,0.15,0.01
ch=ncoc6h6,0.39,0.51,0.34,0.17
ch=chc6h5,0.03,-0.07,0.10,-0.17
CH2Fe(CO)2(T-C6H6),-0.26,-0.49,-0.11,-0.38
CH=NNHCOC6H6,0.39,0.51,0.34,0.17
N=CHC6H4-4-OMe,-0.07,-0.54,0.15,-0.69
NHCOC6H4-4-OMe,0.09,-0.06,0.17,-0.23
SCH=NS02C6H4-4-Me,0.65,0.70,0.61,0.09
C6H4-4-Et,0.07,-0.02,0.13,-0.15
CH2CH2C6H6,-0.07,-0.12,-0.01,-0.11
N=C(Me)NHC6H6,0.29,0.08,0.38,-0.30
Si(C6H6)(Me)2,0.04,0.07,0.06,0.01
S(Me)=NS02C6H4-4-Me,0.65,0.70,0.61,0.09
"2,4,6-trimethylpyridinium",0.62,0.58,0.61,-0.03
PO(CMe3)2,0.31,0.41,0.28,0.13
PO(C4H9)2,0.35,0.49,0.30,0.19
PO(OC4H9)2,0.41,0.57,0.35,0.22
P(CMe3)2,0.01,0.15,-0.01,0.16
C6H5Cr(CO)3,0.29,0.14,0.36,-0.22
2-benzo-4-thiopyronyl,0.34,0.35,0.34,0.01
2-(benzothiopyronyl),0.48,0.45,0.48,-0.03
"2-(benzo-1,4-pyronyl)",0.41,0.40,0.41,-0.01
CH=CHC0C6H4-4-N02,0.15,0.05,0.21,-0.16
CH2Mo(CO)3(C6H6),-0.21,-0.45,-0.07,-0.38
ch=chcoc6h5,0.18,0.05,0.25,-0.20
CgH4-4-CHMe2,0.08,0.01,0.13,-0.12
Si(OSiMe3)3,-0.09,-0.01,-0.08,0.07
ferrocenyl,-0.15,-0.18,-0.09,-0.09
ferricenium+,0.29,0.29,0.30,-0.01
ferrocenonium+,0.05,0.29,-0.01,0.30
CgH4-4-CMe3,0.07,0.01,0.12,-an
1-adamantyl,-0.12,-0.13,-0.07,-0.06
1-dibenzarsenyl,0.19,0.13,0.23,-0.10
1-dibenzoarsoxyl,0.17,0.09,0.22,-0.13
1-dibenzoarsazinyl,0.14,0.09,0.18,-0.09
As(C6H5)2,0.03,0.09,0.04,0.05
AsO(C6H6)2,0.54,0.64,0.49,0.15
P(C6H6)2(BCl3),0.67,0.72,0.62,0.10
N(C6H6)2,0.00,-0.22,0.12,-0.34
PO(C6H5)2,0.38,0.53,0.32,0.21
P(C6H6)2,0.11,0.19,0.10,0.09
PS(C6H6)2,0.29,0.47,0.23,0.24
P(N(C3H7)2)C6H4-3-F,0.20,0.24,0.20,0.04
等待,0.37,0.38,0.37,0.01
等待,0.38,0.38,0.38,0.00
等待,0.17,0.21,0.17,0.04
CH(C6H6)2,-0.03,-0.05,0.01,-0.06
CCO*i等待,0.12,0.07,0.16,-0.09
CH3PO(CgHj)CgH4-4-Me,0.13,0.30,0.09,0.21
CH2PO(CeH6)2,0.14,0.01,0.21,-0.20
PS(CgHg)CgH4-4-Me,0.09,0.30,0.03,0.27
P+(Me)(CeH5)2,1.13,1.18,1.04,0.14
Si(Me)(C6H6)2,0.10,0.13,0.11,0.02
COOCH(C6H6)2,0.36,0.56,0.28,0.28
PO(C6H4-4-Me)2,0.17,0.30,0.14,0.16
PS(C6H4-4-Me)2,0.20,0.23,0.20,0.03
P+(Me)(C6H6)(CgH4-4-Me),1.09,1.11,1.02,0.09
P+(Me)(C6H4-4-Me)2,1.13,1.18,1.04,1.14
